Area Code (M49);Area;Element;Item;Year;Value
688;Serbia;Food;Poultry Meat;2022;83
688;Serbia;Production;Eggs;2022;82
688;Serbia;Import quantity;Eggs;2022;16
688;Serbia;Stock Variation;Eggs;2022;0
688;Serbia;Export quantity;Eggs;2022;4
688;Serbia;Domestic supply quantity;Eggs;2022;93
688;Serbia;Losses;Eggs;2022;0
688;Serbia;Residuals;Eggs;2022;-1
688;Serbia;Food;Eggs;2022;91
690;Seychelles;Production;Poultry Meat;2022;2
690;Seychelles;Import quantity;Poultry Meat;2022;4
690;Seychelles;Stock Variation;Poultry Meat;2022;1
690;Seychelles;Export quantity;Poultry Meat;2022;0
690;Seychelles;Domestic supply quantity;Poultry Meat;2022;5
690;Seychelles;Tourist consumption;Poultry Meat;2022;0
690;Seychelles;Residuals;Poultry Meat;2022;0
690;Seychelles;Food;Poultry Meat;2022;4
690;Seychelles;Production;Eggs;2022;2
690;Seychelles;Import quantity;Eggs;2022;0
690;Seychelles;Stock Variation;Eggs;2022;0
690;Seychelles;Domestic supply quantity;Eggs;2022;2
690;Seychelles;Losses;Eggs;2022;0
690;Seychelles;Tourist consumption;Eggs;2022;0
690;Seychelles;Residuals;Eggs;2022;0
690;Seychelles;Food;Eggs;2022;1
694;Sierra Leone;Production;Poultry Meat;2022;22
694;Sierra Leone;Import quantity;Poultry Meat;2022;26
694;Sierra Leone;Stock Variation;Poultry Meat;2022;0
694;Sierra Leone;Export quantity;Poultry Meat;2022;0
694;Sierra Leone;Domestic supply quantity;Poultry Meat;2022;48
694;Sierra Leone;Residuals;Poultry Meat;2022;0
694;Sierra Leone;Food;Poultry Meat;2022;48
694;Sierra Leone;Production;Eggs;2022;12
694;Sierra Leone;Import quantity;Eggs;2022;4
694;Sierra Leone;Stock Variation;Eggs;2022;0
694;Sierra Leone;Domestic supply quantity;Eggs;2022;16
694;Sierra Leone;Losses;Eggs;2022;2
694;Sierra Leone;Residuals;Eggs;2022;0
694;Sierra Leone;Food;Eggs;2022;12
703;Slovakia;Production;Poultry Meat;2022;51
703;Slovakia;Import quantity;Poultry Meat;2022;86
703;Slovakia;Stock Variation;Poultry Meat;2022;5
703;Slovakia;Export quantity;Poultry Meat;2022;37
703;Slovakia;Domestic supply quantity;Poultry Meat;2022;95
703;Slovakia;Residuals;Poultry Meat;2022;0
703;Slovakia;Food;Poultry Meat;2022;70
703;Slovakia;Production;Eggs;2022;43
703;Slovakia;Import quantity;Eggs;2022;26
703;Slovakia;Stock Variation;Eggs;2022;0
703;Slovakia;Export quantity;Eggs;2022;12
703;Slovakia;Domestic supply quantity;Eggs;2022;56
703;Slovakia;Losses;Eggs;2022;1
703;Slovakia;Residuals;Eggs;2022;-1
703;Slovakia;Food;Eggs;2022;54
705;Slovenia;Production;Poultry Meat;2022;74
705;Slovenia;Import quantity;Poultry Meat;2022;25
705;Slovenia;Stock Variation;Poultry Meat;2022;8
705;Slovenia;Export quantity;Poultry Meat;2022;34
705;Slovenia;Domestic supply quantity;Poultry Meat;2022;56
705;Slovenia;Residuals;Poultry Meat;2022;-1
705;Slovenia;Food;Poultry Meat;2022;55
705;Slovenia;Production;Eggs;2022;19
705;Slovenia;Import quantity;Eggs;2022;7
705;Slovenia;Stock Variation;Eggs;2022;0
705;Slovenia;Export quantity;Eggs;2022;3
705;Slovenia;Domestic supply quantity;Eggs;2022;22
705;Slovenia;Losses;Eggs;2022;2
705;Slovenia;Residuals;Eggs;2022;0
705;Slovenia;Food;Eggs;2022;18
90;Solomon Islands;Production;Poultry Meat;2022;0
90;Solomon Islands;Import quantity;Poultry Meat;2022;7
90;Solomon Islands;Stock Variation;Poultry Meat;2022;0
90;Solomon Islands;Domestic supply quantity;Poultry Meat;2022;7
90;Solomon Islands;Tourist consumption;Poultry Meat;2022;0
90;Solomon Islands;Residuals;Poultry Meat;2022;0
90;Solomon Islands;Food;Poultry Meat;2022;7
90;Solomon Islands;Production;Eggs;2022;1
90;Solomon Islands;Import quantity;Eggs;2022;0
90;Solomon Islands;Domestic supply quantity;Eggs;2022;1
90;Solomon Islands;Losses;Eggs;2022;0
90;Solomon Islands;Tourist consumption;Eggs;2022;0
90;Solomon Islands;Residuals;Eggs;2022;0
90;Solomon Islands;Food;Eggs;2022;1
706;Somalia;Production;Poultry Meat;2022;4
706;Somalia;Import quantity;Poultry Meat;2022;10
706;Somalia;Stock Variation;Poultry Meat;2022;0
706;Somalia;Domestic supply quantity;Poultry Meat;2022;14
706;Somalia;Residuals;Poultry Meat;2022;0
706;Somalia;Food;Poultry Meat;2022;14
706;Somalia;Production;Eggs;2022;3
706;Somalia;Import quantity;Eggs;2022;4
706;Somalia;Domestic supply quantity;Eggs;2022;7
706;Somalia;Losses;Eggs;2022;0
706;Somalia;Residuals;Eggs;2022;0
706;Somalia;Food;Eggs;2022;6
710;South Africa;Production;Poultry Meat;2022;1958
710;South Africa;Import quantity;Poultry Meat;2022;304
710;South Africa;Stock Variation;Poultry Meat;2022;-157
710;South Africa;Export quantity;Poultry Meat;2022;50
710;South Africa;Domestic supply quantity;Poultry Meat;2022;2370
710;South Africa;Residuals;Poultry Meat;2022;0
710;South Africa;Food;Poultry Meat;2022;2370
710;South Africa;Production;Eggs;2022;562
710;South Africa;Import quantity;Eggs;2022;3
710;South Africa;Stock Variation;Eggs;2022;0
710;South Africa;Export quantity;Eggs;2022;9
710;South Africa;Domestic supply quantity;Eggs;2022;556
710;South Africa;Losses;Eggs;2022;50
710;South Africa;Residuals;Eggs;2022;-1
710;South Africa;Food;Eggs;2022;428
728;South Sudan;Production;Poultry Meat;2022;52
728;South Sudan;Import quantity;Poultry Meat;2022;3
728;South Sudan;Stock Variation;Poultry Meat;2022;0
728;South Sudan;Domestic supply quantity;Poultry Meat;2022;55
728;South Sudan;Losses;Poultry Meat;2022;3
728;South Sudan;Residuals;Poultry Meat;2022;0
728;South Sudan;Food;Poultry Meat;2022;52
728;South Sudan;Import quantity;Eggs;2022;0
728;South Sudan;Domestic supply quantity;Eggs;2022;0
728;South Sudan;Losses;Eggs;2022;0
728;South Sudan;Residuals;Eggs;2022;0
728;South Sudan;Food;Eggs;2022;0
724;Spain;Production;Poultry Meat;2022;1585
724;Spain;Import quantity;Poultry Meat;2022;212
724;Spain;Stock Variation;Poultry Meat;2022;1
724;Spain;Export quantity;Poultry Meat;2022;229
724;Spain;Domestic supply quantity;Poultry Meat;2022;1567
724;Spain;Residuals;Poultry Meat;2022;0
724;Spain;Food;Poultry Meat;2022;1527
724;Spain;Production;Eggs;2022;861
724;Spain;Import quantity;Eggs;2022;81
724;Spain;Stock Variation;Eggs;2022;2
724;Spain;Export quantity;Eggs;2022;167
724;Spain;Domestic supply quantity;Eggs;2022;774
724;Spain;Losses;Eggs;2022;17
724;Spain;Residuals;Eggs;2022;-8
724;Spain;Food;Eggs;2022;708
144;Sri Lanka;Production;Poultry Meat;2022;228
144;Sri Lanka;Import quantity;Poultry Meat;2022;0
144;Sri Lanka;Stock Variation;Poultry Meat;2022;0
144;Sri Lanka;Export quantity;Poultry Meat;2022;1
144;Sri Lanka;Domestic supply quantity;Poultry Meat;2022;228
144;Sri Lanka;Residuals;Poultry Meat;2022;0
144;Sri Lanka;Food;Poultry Meat;2022;228
144;Sri Lanka;Production;Eggs;2022;104
144;Sri Lanka;Import quantity;Eggs;2022;0
144;Sri Lanka;Stock Variation;Eggs;2022;0
144;Sri Lanka;Export quantity;Eggs;2022;1
144;Sri Lanka;Domestic supply quantity;Eggs;2022;103
144;Sri Lanka;Losses;Eggs;2022;9
144;Sri Lanka;Residuals;Eggs;2022;-1
144;Sri Lanka;Food;Eggs;2022;85
729;Sudan;Production;Poultry Meat;2022;85
729;Sudan;Import quantity;Poultry Meat;2022;1
729;Sudan;Stock Variation;Poultry Meat;2022;7
729;Sudan;Domestic supply quantity;Poultry Meat;2022;79
729;Sudan;Residuals;Poultry Meat;2022;0
729;Sudan;Food;Poultry Meat;2022;79
729;Sudan;Production;Eggs;2022;72
729;Sudan;Import quantity;Eggs;2022;0
729;Sudan;Stock Variation;Eggs;2022;0
729;Sudan;Domestic supply quantity;Eggs;2022;72
729;Sudan;Losses;Eggs;2022;6
729;Sudan;Residuals;Eggs;2022;0
729;Sudan;Food;Eggs;2022;59
740;Suriname;Production;Poultry Meat;2022;13
740;Suriname;Import quantity;Poultry Meat;2022;18
740;Suriname;Stock Variation;Poultry Meat;2022;0
740;Suriname;Export quantity;Poultry Meat;2022;3
740;Suriname;Domestic supply quantity;Poultry Meat;2022;28
740;Suriname;Residuals;Poultry Meat;2022;0
740;Suriname;Food;Poultry Meat;2022;28
740;Suriname;Production;Eggs;2022;4
740;Suriname;Import quantity;Eggs;2022;0
740;Suriname;Domestic supply quantity;Eggs;2022;5
740;Suriname;Losses;Eggs;2022;0
740;Suriname;Residuals;Eggs;2022;0
740;Suriname;Food;Eggs;2022;4
752;Sweden;Production;Poultry Meat;2022;172
752;Sweden;Import quantity;Poultry Meat;2022;98
752;Sweden;Stock Variation;Poultry Meat;2022;-10
752;Sweden;Export quantity;Poultry Meat;2022;47
752;Sweden;Domestic supply quantity;Poultry Meat;2022;233
752;Sweden;Residuals;Poultry Meat;2022;0
752;Sweden;Food;Poultry Meat;2022;172
752;Sweden;Production;Eggs;2022;156
752;Sweden;Import quantity;Eggs;2022;25
752;Sweden;Stock Variation;Eggs;2022;0
752;Sweden;Export quantity;Eggs;2022;27
752;Sweden;Domestic supply quantity;Eggs;2022;154
752;Sweden;Losses;Eggs;2022;3
752;Sweden;Residuals;Eggs;2022;-1
752;Sweden;Food;Eggs;2022;140
756;Switzerland;Production;Poultry Meat;2022;112
756;Switzerland;Import quantity;Poultry Meat;2022;49
756;Switzerland;Stock Variation;Poultry Meat;2022;0
756;Switzerland;Export quantity;Poultry Meat;2022;3
756;Switzerland;Domestic supply quantity;Poultry Meat;2022;157
756;Switzerland;Residuals;Poultry Meat;2022;0
756;Switzerland;Food;Poultry Meat;2022;157
756;Switzerland;Production;Eggs;2022;71
756;Switzerland;Import quantity;Eggs;2022;53
756;Switzerland;Stock Variation;Eggs;2022;0
756;Switzerland;Export quantity;Eggs;2022;1
756;Switzerland;Domestic supply quantity;Eggs;2022;123
756;Switzerland;Losses;Eggs;2022;6
756;Switzerland;Residuals;Eggs;2022;0
756;Switzerland;Food;Eggs;2022;111
760;Syrian Arab Republic;Production;Poultry Meat;2022;94
760;Syrian Arab Republic;Import quantity;Poultry Meat;2022;22
760;Syrian Arab Republic;Stock Variation;Poultry Meat;2022;0
760;Syrian Arab Republic;Export quantity;Poultry Meat;2022;0
760;Syrian Arab Republic;Domestic supply quantity;Poultry Meat;2022;116
760;Syrian Arab Republic;Residuals;Poultry Meat;2022;0
760;Syrian Arab Republic;Food;Poultry Meat;2022;116
760;Syrian Arab Republic;Production;Eggs;2022;89
760;Syrian Arab Republic;Import quantity;Eggs;2022;9
760;Syrian Arab Republic;Stock Variation;Eggs;2022;0
760;Syrian Arab Republic;Domestic supply quantity;Eggs;2022;99
760;Syrian Arab Republic;Losses;Eggs;2022;8
760;Syrian Arab Republic;Residuals;Eggs;2022;0
760;Syrian Arab Republic;Food;Eggs;2022;86
762;Tajikistan;Production;Poultry Meat;2022;23
762;Tajikistan;Import quantity;Poultry Meat;2022;4
762;Tajikistan;Stock Variation;Poultry Meat;2022;0
762;Tajikistan;Export quantity;Poultry Meat;2022;0
762;Tajikistan;Domestic supply quantity;Poultry Meat;2022;28
762;Tajikistan;Losses;Poultry Meat;2022;0
762;Tajikistan;Residuals;Poultry Meat;2022;0
762;Tajikistan;Food;Poultry Meat;2022;27
762;Tajikistan;Production;Eggs;2022;42
762;Tajikistan;Import quantity;Eggs;2022;3
762;Tajikistan;Stock Variation;Eggs;2022;0
762;Tajikistan;Export quantity;Eggs;2022;1
762;Tajikistan;Domestic supply quantity;Eggs;2022;43
762;Tajikistan;Losses;Eggs;2022;4
762;Tajikistan;Residuals;Eggs;2022;-1
762;Tajikistan;Food;Eggs;2022;40
764;Thailand;Production;Poultry Meat;2022;1913
764;Thailand;Import quantity;Poultry Meat;2022;2
764;Thailand;Stock Variation;Poultry Meat;2022;0
764;Thailand;Export quantity;Poultry Meat;2022;1037
764;Thailand;Domestic supply quantity;Poultry Meat;2022;877
764;Thailand;Losses;Poultry Meat;2022;69
764;Thailand;Residuals;Poultry Meat;2022;-5
764;Thailand;Food;Poultry Meat;2022;800
764;Thailand;Production;Eggs;2022;1126
764;Thailand;Import quantity;Eggs;2022;13
764;Thailand;Stock Variation;Eggs;2022;4
764;Thailand;Export quantity;Eggs;2022;32
764;Thailand;Domestic supply quantity;Eggs;2022;1103
764;Thailand;Losses;Eggs;2022;85
764;Thailand;Residuals;Eggs;2022;0
764;Thailand;Food;Eggs;2022;848
626;Timor-Leste;Production;Poultry Meat;2022;1
626;Timor-Leste;Import quantity;Poultry Meat;2022;6
626;Timor-Leste;Stock Variation;Poultry Meat;2022;0
626;Timor-Leste;Domestic supply quantity;Poultry Meat;2022;7
626;Timor-Leste;Residuals;Poultry Meat;2022;0
626;Timor-Leste;Food;Poultry Meat;2022;7
626;Timor-Leste;Production;Eggs;2022;1
626;Timor-Leste;Import quantity;Eggs;2022;2
626;Timor-Leste;Domestic supply quantity;Eggs;2022;3
626;Timor-Leste;Losses;Eggs;2022;0
626;Timor-Leste;Residuals;Eggs;2022;0
626;Timor-Leste;Food;Eggs;2022;3
768;Togo;Production;Poultry Meat;2022;28
768;Togo;Import quantity;Poultry Meat;2022;20
768;Togo;Stock Variation;Poultry Meat;2022;0
768;Togo;Export quantity;Poultry Meat;2022;0
768;Togo;Domestic supply quantity;Poultry Meat;2022;48
768;Togo;Residuals;Poultry Meat;2022;0
768;Togo;Food;Poultry Meat;2022;48
768;Togo;Production;Eggs;2022;31
768;Togo;Import quantity;Eggs;2022;0
768;Togo;Domestic supply quantity;Eggs;2022;31
768;Togo;Losses;Eggs;2022;3
768;Togo;Residuals;Eggs;2022;0
768;Togo;Food;Eggs;2022;20
776;Tonga;Production;Poultry Meat;2022;0
776;Tonga;Import quantity;Poultry Meat;2022;9
776;Tonga;Stock Variation;Poultry Meat;2022;0
776;Tonga;Domestic supply quantity;Poultry Meat;2022;10
776;Tonga;Losses;Poultry Meat;2022;0
776;Tonga;Residuals;Poultry Meat;2022;0
776;Tonga;Food;Poultry Meat;2022;10
776;Tonga;Production;Eggs;2022;0
776;Tonga;Import quantity;Eggs;2022;0
776;Tonga;Domestic supply quantity;Eggs;2022;0
776;Tonga;Losses;Eggs;2022;0
776;Tonga;Residuals;Eggs;2022;0
776;Tonga;Food;Eggs;2022;0
780;Trinidad and Tobago;Production;Poultry Meat;2022;51
780;Trinidad and Tobago;Import quantity;Poultry Meat;2022;21
780;Trinidad and Tobago;Stock Variation;Poultry Meat;2022;0
780;Trinidad and Tobago;Export quantity;Poultry Meat;2022;0
780;Trinidad and Tobago;Domestic supply quantity;Poultry Meat;2022;72
780;Trinidad and Tobago;Tourist consumption;Poultry Meat;2022;0
780;Trinidad and Tobago;Residuals;Poultry Meat;2022;0
780;Trinidad and Tobago;Food;Poultry Meat;2022;72
780;Trinidad and Tobago;Production;Eggs;2022;5
780;Trinidad and Tobago;Import quantity;Eggs;2022;7
780;Trinidad and Tobago;Stock Variation;Eggs;2022;0
780;Trinidad and Tobago;Export quantity;Eggs;2022;0
780;Trinidad and Tobago;Domestic supply quantity;Eggs;2022;12
780;Trinidad and Tobago;Losses;Eggs;2022;0
780;Trinidad and Tobago;Tourist consumption;Eggs;2022;0
780;Trinidad and Tobago;Residuals;Eggs;2022;0
780;Trinidad and Tobago;Food;Eggs;2022;8
788;Tunisia;Production;Poultry Meat;2022;242
788;Tunisia;Import quantity;Poultry Meat;2022;2
788;Tunisia;Stock Variation;Poultry Meat;2022;0
788;Tunisia;Export quantity;Poultry Meat;2022;4
788;Tunisia;Domestic supply quantity;Poultry Meat;2022;240
788;Tunisia;Residuals;Poultry Meat;2022;0
788;Tunisia;Food;Poultry Meat;2022;240
788;Tunisia;Production;Eggs;2022;98
788;Tunisia;Import quantity;Eggs;2022;3
788;Tunisia;Stock Variation;Eggs;2022;0
788;Tunisia;Export quantity;Eggs;2022;1
788;Tunisia;Domestic supply quantity;Eggs;2022;100
788;Tunisia;Losses;Eggs;2022;7
788;Tunisia;Residuals;Eggs;2022;-1
788;Tunisia;Food;Eggs;2022;86
792;Türkiye;Production;Poultry Meat;2022;2476
792;Türkiye;Import quantity;Poultry Meat;2022;63
792;Türkiye;Stock Variation;Poultry Meat;2022;1
792;Türkiye;Export quantity;Poultry Meat;2022;733
792;Türkiye;Domestic supply quantity;Poultry Meat;2022;1806
792;Türkiye;Residuals;Poultry Meat;2022;0
792;Türkiye;Food;Poultry Meat;2022;1806
792;Türkiye;Production;Eggs;2022;1238
792;Türkiye;Import quantity;Eggs;2022;3
792;Türkiye;Stock Variation;Eggs;2022;0
792;Türkiye;Export quantity;Eggs;2022;224
792;Türkiye;Domestic supply quantity;Eggs;2022;1017
792;Türkiye;Losses;Eggs;2022;58
792;Türkiye;Residuals;Eggs;2022;-2
792;Türkiye;Food;Eggs;2022;854
795;Turkmenistan;Production;Poultry Meat;2022;30
795;Turkmenistan;Import quantity;Poultry Meat;2022;46
795;Turkmenistan;Stock Variation;Poultry Meat;2022;0
795;Turkmenistan;Export quantity;Poultry Meat;2022;0
795;Turkmenistan;Domestic supply quantity;Poultry Meat;2022;76
795;Turkmenistan;Losses;Poultry Meat;2022;4
795;Turkmenistan;Residuals;Poultry Meat;2022;0
795;Turkmenistan;Food;Poultry Meat;2022;72
795;Turkmenistan;Production;Eggs;2022;85
795;Turkmenistan;Import quantity;Eggs;2022;4
795;Turkmenistan;Export quantity;Eggs;2022;0
795;Turkmenistan;Domestic supply quantity;Eggs;2022;89
795;Turkmenistan;Losses;Eggs;2022;5
795;Turkmenistan;Residuals;Eggs;2022;0
795;Turkmenistan;Food;Eggs;2022;82
798;Tuvalu;Production;Poultry Meat;2022;0
798;Tuvalu;Import quantity;Poultry Meat;2022;0
798;Tuvalu;Stock Variation;Poultry Meat;2022;0
798;Tuvalu;Domestic supply quantity;Poultry Meat;2022;0
798;Tuvalu;Residuals;Poultry Meat;2022;0
798;Tuvalu;Food;Poultry Meat;2022;0
798;Tuvalu;Production;Eggs;2022;0
798;Tuvalu;Import quantity;Eggs;2022;0
798;Tuvalu;Domestic supply quantity;Eggs;2022;0
798;Tuvalu;Losses;Eggs;2022;0
798;Tuvalu;Residuals;Eggs;2022;0
798;Tuvalu;Food;Eggs;2022;0
800;Uganda;Production;Poultry Meat;2022;70
800;Uganda;Import quantity;Poultry Meat;2022;0
800;Uganda;Stock Variation;Poultry Meat;2022;0
800;Uganda;Export quantity;Poultry Meat;2022;2
800;Uganda;Domestic supply quantity;Poultry Meat;2022;69
800;Uganda;Residuals;Poultry Meat;2022;0
800;Uganda;Food;Poultry Meat;2022;69
800;Uganda;Production;Eggs;2022;45
800;Uganda;Import quantity;Eggs;2022;0
800;Uganda;Stock Variation;Eggs;2022;0
800;Uganda;Export quantity;Eggs;2022;0
800;Uganda;Domestic supply quantity;Eggs;2022;45
800;Uganda;Losses;Eggs;2022;4
800;Uganda;Residuals;Eggs;2022;0
800;Uganda;Food;Eggs;2022;37
804;Ukraine;Production;Poultry Meat;2022;1253
804;Ukraine;Import quantity;Poultry Meat;2022;79
804;Ukraine;Stock Variation;Poultry Meat;2022;0
804;Ukraine;Export quantity;Poultry Meat;2022;425
804;Ukraine;Domestic supply quantity;Poultry Meat;2022;907
804;Ukraine;Residuals;Poultry Meat;2022;-3
804;Ukraine;Food;Poultry Meat;2022;908
804;Ukraine;Production;Eggs;2022;692
804;Ukraine;Import quantity;Eggs;2022;0
804;Ukraine;Stock Variation;Eggs;2022;0
804;Ukraine;Export quantity;Eggs;2022;20
804;Ukraine;Domestic supply quantity;Eggs;2022;673
804;Ukraine;Losses;Eggs;2022;4
804;Ukraine;Residuals;Eggs;2022;-8
804;Ukraine;Food;Eggs;2022;639
784;United Arab Emirates;Production;Poultry Meat;2022;53
784;United Arab Emirates;Import quantity;Poultry Meat;2022;638
784;United Arab Emirates;Stock Variation;Poultry Meat;2022;-201
784;United Arab Emirates;Export quantity;Poultry Meat;2022;133
784;United Arab Emirates;Domestic supply quantity;Poultry Meat;2022;759
784;United Arab Emirates;Tourist consumption;Poultry Meat;2022;238
784;United Arab Emirates;Residuals;Poultry Meat;2022;-1
784;United Arab Emirates;Food;Poultry Meat;2022;522
784;United Arab Emirates;Production;Eggs;2022;58
784;United Arab Emirates;Import quantity;Eggs;2022;130
784;United Arab Emirates;Stock Variation;Eggs;2022;0
784;United Arab Emirates;Export quantity;Eggs;2022;8
784;United Arab Emirates;Domestic supply quantity;Eggs;2022;180
784;United Arab Emirates;Losses;Eggs;2022;3
784;United Arab Emirates;Tourist consumption;Eggs;2022;54
784;United Arab Emirates;Residuals;Eggs;2022;0
784;United Arab Emirates;Food;Eggs;2022;115
826;United Kingdom of Great Britain and Northern Ireland;Production;Poultry Meat;2022;1952
826;United Kingdom of Great Britain and Northern Ireland;Import quantity;Poultry Meat;2022;947
826;United Kingdom of Great Britain and Northern Ireland;Stock Variation;Poultry Meat;2022;125
826;United Kingdom of Great Britain and Northern Ireland;Export quantity;Poultry Meat;2022;267
826;United Kingdom of Great Britain and Northern Ireland;Domestic supply quantity;Poultry Meat;2022;2507
826;United Kingdom of Great Britain and Northern Ireland;Residuals;Poultry Meat;2022;0
826;United Kingdom of Great Britain and Northern Ireland;Food;Poultry Meat;2022;2397
826;United Kingdom of Great Britain and Northern Ireland;Production;Eggs;2022;642
826;United Kingdom of Great Britain and Northern Ireland;Import quantity;Eggs;2022;102
826;United Kingdom of Great Britain and Northern Ireland;Stock Variation;Eggs;2022;0
826;United Kingdom of Great Britain and Northern Ireland;Export quantity;Eggs;2022;34
826;United Kingdom of Great Britain and Northern Ireland;Domestic supply quantity;Eggs;2022;710
826;United Kingdom of Great Britain and Northern Ireland;Losses;Eggs;2022;7
826;United Kingdom of Great Britain and Northern Ireland;Residuals;Eggs;2022;0
826;United Kingdom of Great Britain and Northern Ireland;Food;Eggs;2022;623
834;United Republic of Tanzania;Production;Poultry Meat;2022;93
834;United Republic of Tanzania;Import quantity;Poultry Meat;2022;9
834;United Republic of Tanzania;Stock Variation;Poultry Meat;2022;0
834;United Republic of Tanzania;Export quantity;Poultry Meat;2022;0
834;United Republic of Tanzania;Domestic supply quantity;Poultry Meat;2022;102
834;United Republic of Tanzania;Residuals;Poultry Meat;2022;0
834;United Republic of Tanzania;Food;Poultry Meat;2022;102
834;United Republic of Tanzania;Production;Eggs;2022;226
834;United Republic of Tanzania;Import quantity;Eggs;2022;0
834;United Republic of Tanzania;Stock Variation;Eggs;2022;0
834;United Republic of Tanzania;Export quantity;Eggs;2022;0
834;United Republic of Tanzania;Domestic supply quantity;Eggs;2022;226
834;United Republic of Tanzania;Losses;Eggs;2022;17
834;United Republic of Tanzania;Residuals;Eggs;2022;0
834;United Republic of Tanzania;Food;Eggs;2022;168
840;United States of America;Production;Poultry Meat;2022;22030
840;United States of America;Import quantity;Poultry Meat;2022;191
840;United States of America;Stock Variation;Poultry Meat;2022;97
840;United States of America;Export quantity;Poultry Meat;2022;3994
840;United States of America;Domestic supply quantity;Poultry Meat;2022;18130
840;United States of America;Residuals;Poultry Meat;2022;0
840;United States of America;Food;Poultry Meat;2022;18111
840;United States of America;Production;Eggs;2022;6528
840;United States of America;Import quantity;Eggs;2022;22
840;United States of America;Stock Variation;Eggs;2022;0
840;United States of America;Export quantity;Eggs;2022;167
840;United States of America;Domestic supply quantity;Eggs;2022;6383
840;United States of America;Losses;Eggs;2022;131
840;United States of America;Residuals;Eggs;2022;-5
840;United States of America;Food;Eggs;2022;5377
858;Uruguay;Production;Poultry Meat;2022;75
858;Uruguay;Import quantity;Poultry Meat;2022;12
858;Uruguay;Stock Variation;Poultry Meat;2022;0
858;Uruguay;Export quantity;Poultry Meat;2022;1
858;Uruguay;Domestic supply quantity;Poultry Meat;2022;85
858;Uruguay;Residuals;Poultry Meat;2022;0
858;Uruguay;Food;Poultry Meat;2022;81
858;Uruguay;Production;Eggs;2022;58
858;Uruguay;Import quantity;Eggs;2022;3
858;Uruguay;Stock Variation;Eggs;2022;0
858;Uruguay;Export quantity;Eggs;2022;0
858;Uruguay;Domestic supply quantity;Eggs;2022;61
858;Uruguay;Losses;Eggs;2022;3
858;Uruguay;Residuals;Eggs;2022;0
858;Uruguay;Food;Eggs;2022;50
860;Uzbekistan;Production;Poultry Meat;2022;149
860;Uzbekistan;Import quantity;Poultry Meat;2022;72
860;Uzbekistan;Stock Variation;Poultry Meat;2022;0
860;Uzbekistan;Export quantity;Poultry Meat;2022;0
860;Uzbekistan;Domestic supply quantity;Poultry Meat;2022;221
860;Uzbekistan;Residuals;Poultry Meat;2022;0
860;Uzbekistan;Food;Poultry Meat;2022;221
860;Uzbekistan;Production;Eggs;2022;456
860;Uzbekistan;Import quantity;Eggs;2022;1
860;Uzbekistan;Stock Variation;Eggs;2022;0
860;Uzbekistan;Export quantity;Eggs;2022;7
860;Uzbekistan;Domestic supply quantity;Eggs;2022;450
860;Uzbekistan;Losses;Eggs;2022;20
860;Uzbekistan;Residuals;Eggs;2022;0
860;Uzbekistan;Food;Eggs;2022;426
548;Vanuatu;Production;Poultry Meat;2022;1
548;Vanuatu;Import quantity;Poultry Meat;2022;5
548;Vanuatu;Stock Variation;Poultry Meat;2022;0
548;Vanuatu;Domestic supply quantity;Poultry Meat;2022;5
548;Vanuatu;Tourist consumption;Poultry Meat;2022;0
548;Vanuatu;Residuals;Poultry Meat;2022;0
548;Vanuatu;Food;Poultry Meat;2022;5
548;Vanuatu;Production;Eggs;2022;1
548;Vanuatu;Import quantity;Eggs;2022;0
548;Vanuatu;Domestic supply quantity;Eggs;2022;1
548;Vanuatu;Losses;Eggs;2022;0
548;Vanuatu;Tourist consumption;Eggs;2022;0
548;Vanuatu;Residuals;Eggs;2022;0
548;Vanuatu;Food;Eggs;2022;1
862;Venezuela (Bolivarian Republic of);Production;Poultry Meat;2022;426
862;Venezuela (Bolivarian Republic of);Import quantity;Poultry Meat;2022;23
862;Venezuela (Bolivarian Republic of);Stock Variation;Poultry Meat;2022;0
862;Venezuela (Bolivarian Republic of);Domestic supply quantity;Poultry Meat;2022;449
862;Venezuela (Bolivarian Republic of);Residuals;Poultry Meat;2022;0
862;Venezuela (Bolivarian Republic of);Food;Poultry Meat;2022;449
862;Venezuela (Bolivarian Republic of);Production;Eggs;2022;178
862;Venezuela (Bolivarian Republic of);Import quantity;Eggs;2022;0
862;Venezuela (Bolivarian Republic of);Stock Variation;Eggs;2022;0
862;Venezuela (Bolivarian Republic of);Domestic supply quantity;Eggs;2022;178
862;Venezuela (Bolivarian Republic of);Losses;Eggs;2022;9
862;Venezuela (Bolivarian Republic of);Residuals;Eggs;2022;0
862;Venezuela (Bolivarian Republic of);Food;Eggs;2022;169
704;Viet Nam;Production;Poultry Meat;2022;1249
704;Viet Nam;Import quantity;Poultry Meat;2022;270
704;Viet Nam;Stock Variation;Poultry Meat;2022;43
704;Viet Nam;Export quantity;Poultry Meat;2022;7
704;Viet Nam;Domestic supply quantity;Poultry Meat;2022;1468
704;Viet Nam;Residuals;Poultry Meat;2022;0
704;Viet Nam;Food;Poultry Meat;2022;1468
704;Viet Nam;Production;Eggs;2022;436
704;Viet Nam;Import quantity;Eggs;2022;6
704;Viet Nam;Stock Variation;Eggs;2022;0
704;Viet Nam;Export quantity;Eggs;2022;4
704;Viet Nam;Domestic supply quantity;Eggs;2022;438
704;Viet Nam;Losses;Eggs;2022;39
704;Viet Nam;Residuals;Eggs;2022;0
